-11.5797,535.52,78.2645
-16.6597,1065.44,170.784
-7.55715,1590.56,291.309
-3.14793,2118.84,403.051
16.2108,2642.8,462.454
23.3828,2640.56,395.967
36.348,2642.8,366.104
45.1076,2650.4,326.775
62.2048,2641.36,294.04
59.4042,2644.68,271.384
57.7842,2636.44,251.889
49.0121,2627.72,243.907
46.0464,2621.72,214.818
43.3784,2633,211.444
43.3771,2632.92,210.005
36.2578,2636.24,204.531
43.5115,2641.08,203.47
52.0817,2638.32,196.079
59.3611,2642.76,187.781
59.2533,2637.96,178.827
60.5758,2633.04,172.763
70.5943,2632.56,169.866
77.9344,2638.52,160.201
89.1258,2629.76,159.669
89.4566,2639.52,154.516
89.7901,2649.36,147.884
89.9948,2655.4,143.886
91.367,2653.28,143.772
90.0504,2657.04,142.529
91.4386,2655.36,142.439
101.576,2655.92,142.469
113.331,2660.4,142.71
119.218,2662.52,142.823
124.936,2660.84,139.838
131.226,2670.96,138.916
138.206,2665.4,140.077
142.168,2658.12,145.48
142.348,2661.48,144.216
146.725,2662.04,144.246
147.372,2647.64,144.907
147.403,2648.2,143.496
147.715,2653.8,143.8
147.592,2651.6,143.681
148.245,2663.32,144.316
150.092,2670.4,146.152
154.677,2674.28,150.73
148.332,2664.88,150.2
148.3,2664.32,147.269
150.883,2658.72,141.173
150.542,2652.72,139.411
154.906,2653.28,133.665
164.323,2665.48,135.73
171.862,2669.92,130.145
174.805,2670.48,124.36
173.17,2667.68,118.423
171.613,2666.04,118.35
178.046,2653.8,112.031
182.418,2654.36,106.277
177.598,2647.12,100.225
171.981,2649.36,101.752
171.516,2642.2,100.039
171.838,2647.16,95.9055
171.983,2649.4,91.6617
177.936,2652.16,88.8708
183.483,2648.88,81.5541
186.524,2651.12,72.9675
189.098,2646.76,69.967
194.407,2640.6,68.3673
198.887,2642.84,64.1111
200.82,2649.36,59.9443
202.509,2652.6,61.461
212.833,2655.32,65.8587
223.231,2658.68,60.1552
230.855,2663.16,54.46
238.849,2671.52,51.7236
246.223,2672.64,47.3823
251.742,2684.96,40.2957
251.794,2685.52,38.8428
253.924,2677.16,31.4381
258.674,2681.08,24.1897
262.832,2678.84,27.0848
266.643,2673.2,25.5732
267.873,2670.96,22.645
269.323,2670.92,19.7379
277.579,2666.44,19.7048
285.014,2668.12,13.9098
291.128,2670.92,9.56433
295.799,2673.72,9.57435
303.27,2675.44,8.12469
308.771,2672.64,12.4791
313.524,2675.96,13.9507
316.039,2672.6,11.0246
312.479,2667.04,15.3555
307.376,2673.16,12.4815
310.286,2673.16,11.0269
310.416,2674.28,6.66597
310.546,2675.4,6.66876
306.557,2678.72,8.13465
304.525,2673.68,6.66447
301.299,2670.88,8.11084
301.173,2669.76,5.20197
302.626,2669.76,2.2965
304.334,2672,0.844472
304.589,2674.24,-0.609993
309.02,2674.8,3.75631
309.15,2675.92,0.845711
312.732,2669.2,-3.5137
314.316,2670.32,-15.1395
315.703,2669.76,-26.7582
309.02,2674.8,-26.8087
306.985,2669.76,-32.5691
298.642,2673.12,-38.4284
293.181,2663.16,-38.2852
282,2667.08,-42.6954
286.234,2665.96,-52.8321
295.622,2672.12,-55.8622
306.704,2680,-60.4019
317.96,2688.84,-69.3798
323.948,2689.96,-69.4087
331.062,2688.28,-70.8282
331.062,2688.28,-70.8282
322.864,2680.96,-77.9295
318.354,2679.84,-86.6463
314.58,2672.56,-87.8651
307.81,2664.32,-87.5942
294.449,2661.52,-75.9162
288.052,2655.96,-74.3123
279.147,2653.76,-81.4709
271.811,2652.64,-84.3234
272.54,2659.76,-88.8916
262.683,2662.56,-90.434
250.992,2661.52,-88.9504
251.411,2665.96,-83.2961
250.328,2669.88,-83.4186
251.992,2672.12,-80.5806
256.301,2671.56,-80.5637
264.112,2677.04,-83.6423
268.371,2675.92,-83.6073
274.311,2677.04,-85.099
280.373,2679.28,-83.7123
286.147,2678.72,-85.1524
291.551,2674.8,-90.8497
297.685,2677.6,-98.2298
303.324,2675.92,-101.08
303.701,2666.44,-102.173
299.096,2664.2,-104.987
293.789,2668.68,-106.615
293.357,2664.76,-105.009
287.919,2668.12,-108.045
279.67,2672.56,-108.225
275.999,2679.28,-109.955
274.143,2675.4,-109.796
267.757,2669.8,-105.207
272.881,2663.08,-104.943
273.799,2672.04,-105.296
275.484,2674.28,-109.75
276.114,2680.4,-111.459
273.653,2684.88,-116.028
278.385,2688.24,-119.099
277.399,2678.72,-117.22
276.877,2673.68,-115.544
274.541,2679.28,-117.244
275.114,2684.88,-117.489
276.806,2687.12,-119.05
278.849,2692.72,-125.159
281.428,2689.36,-135.246
283.704,2683.2,-143.697
283.764,2683.76,-149.568
283.002,2676.56,-156.449
276.943,2674.32,-167.96
281.424,2675.4,-186.953
287.685,2665.96,-176.139
276.892,2659.84,-177.182
255.28,2660.92,-184.493
242.447,2663.12,-183.197
217.711,2661.96,-184.566
195.653,2657.52,-191.488
189.904,2658.04,-208.882
197.47,2662.52,-232.415
273.767,2686,-282.696
298.267,2669.76,-318.758
299.494,2654.88,-335.762
238.496,2619.72,-371.229
199.862,2599.4,-376.836
191.256,2597.8,-379.432
153.661,2607.64,-362.423
54.2495,2604.52,-274.12
35.7715,2600.88,-236.941
1.78776,2585.88,-168.034
-15.0554,2578.08,-147.887
-45.8413,2573.4,-107.01
-72.3794,2570.8,-49.5474
-76.7331,2576.04,-1.98933
-71.7169,2597.48,26.2622
-49.2655,2606.36,41.9526
-45.0914,2611.08,50.5534
-25.3553,2627.6,53.7328
8.9746,2629.8,60.9328
21.7855,2621.28,62.1617
13.2176,2619.72,56.4227
16.0371,2614.48,59.1551
15.9741,2604.2,58.9225
15.938,2598.32,60.2034
15.9476,2599.88,64.4836
18.7773,2599.84,74.3855
23.0779,2606.12,83.0738
31.6858,2614.16,86.175
37.4524,2619.44,82.073
36.0702,2622.6,77.8908
37.5508,2626.32,76.5722
37.6051,2630.12,70.9583
36.1137,2625.76,70.8407
33.182,2619.96,80.6637
31.7832,2622.2,87.8669
30.3255,2619.56,90.6293
28.8287,2613.12,91.8284
31.6353,2610,97.3996
28.812,2611.6,97.4593
28.7237,2603.6,101.411
28.7065,2602.04,102.766
28.7299,2604.16,105.684
31.5835,2605.72,108.583
33.0412,2608.84,110.133
30.232,2611.48,114.507
23.1434,2613.52,111.752
21.7163,2612.96,110.307
21.7519,2617.24,99.094
28.8865,2618.36,86.3135
27.4615,2618.36,84.8887
11.7483,2610.04,87.4594
